date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
30-04-2024,SKU080,190,0,12,135
30-04-2024,SKU083,330,993,20,828
30-04-2024,SKU086,495,0,16,343
30-04-2024,SKU087,58,196,11,105
30-04-2024,SKU092,201,0,10,116
30-04-2024,SKU094,111,378,18,290
30-04-2024,SKU098,511,0,13,333
30-04-2024,SKU099,589,924,17,678
01-05-2024,SKU006,128,413,13,248
01-05-2024,SKU008,739,0,6,390
01-05-2024,SKU017,515,0,12,318
01-05-2024,SKU018,451,0,12,264
01-05-2024,SKU019,166,255,19,205
01-05-2024,SKU020,137,0,6,77
01-05-2024,SKU027,239,668,7,268
01-05-2024,SKU029,47,247,15,166
01-05-2024,SKU034,1078,0,11,518
01-05-2024,SKU037,563,1173,20,978
01-05-2024,SKU039,98,0,6,77
01-05-2024,SKU051,1235,0,15,726
01-05-2024,SKU053,563,0,7,276
01-05-2024,SKU058,291,399,18,307
01-05-2024,SKU062,852,0,6,328
01-05-2024,SKU063,558,0,10,329
01-05-2024,SKU070,450,0,8,250
01-05-2024,SKU076,343,866,9,405
01-05-2024,SKU077,239,400,17,294
01-05-2024,SKU078,383,0,8,249
01-05-2024,SKU080,180,0,12,135
01-05-2024,SKU082,738,0,5,204
01-05-2024,SKU083,295,993,20,828
01-05-2024,SKU086,473,0,16,343
01-05-2024,SKU087,48,196,11,105
01-05-2024,SKU092,191,0,10,116
01-05-2024,SKU094,94,378,18,290
01-05-2024,SKU098,488,0,13,333
01-05-2024,SKU099,551,924,17,678
02-05-2024,SKU006,115,413,13,248
02-05-2024,SKU008,716,0,6,390
02-05-2024,SKU017,494,0,12,318
02-05-2024,SKU018,434,0,12,264
02-05-2024,SKU019,158,255,19,205
02-05-2024,SKU020,132,0,6,77
02-05-2024,SKU027,217,668,7,268
02-05-2024,SKU029,288,0,15,166
02-05-2024,SKU034,1052,0,11,518
02-05-2024,SKU037,519,1173,20,978
02-05-2024,SKU039,91,0,6,77
02-05-2024,SKU051,1201,0,15,726
02-05-2024,SKU053,535,0,7,276
02-05-2024,SKU058,278,399,18,307
02-05-2024,SKU062,819,0,6,328
02-05-2024,SKU063,538,0,10,329
02-05-2024,SKU070,428,0,8,250
02-05-2024,SKU076,318,866,9,405
02-05-2024,SKU077,227,400,17,294
02-05-2024,SKU078,367,0,8,249
02-05-2024,SKU080,174,0,12,135
02-05-2024,SKU082,718,0,5,204
02-05-2024,SKU083,265,993,20,828
02-05-2024,SKU086,454,0,16,343
02-05-2024,SKU087,42,196,11,105
02-05-2024,SKU092,185,0,10,116
02-05-2024,SKU094,85,378,18,290
02-05-2024,SKU098,471,0,13,333
02-05-2024,SKU099,524,924,17,678
03-05-2024,SKU006,105,413,13,248
03-05-2024,SKU008,685,0,6,390
03-05-2024,SKU017,475,0,12,318
03-05-2024,SKU018,418,0,12,264
03-05-2024,SKU019,150,255,19,205
03-05-2024,SKU020,125,0,6,77
03-05-2024,SKU027,195,668,7,268
03-05-2024,SKU029,282,0,15,166
03-05-2024,SKU034,1019,0,11,518
03-05-2024,SKU037,484,1173,20,978
03-05-2024,SKU039,84,0,6,77
03-05-2024,SKU051,1167,0,15,726
03-05-2024,SKU053,519,0,7,276
03-05-2024,SKU058,266,399,18,307
03-05-2024,SKU062,794,0,6,328
03-05-2024,SKU063,520,0,10,329
03-05-2024,SKU070,412,0,8,250
03-05-2024,SKU076,288,866,9,405
03-05-2024,SKU077,214,400,17,294
03-05-2024,SKU078,350,0,8,249
03-05-2024,SKU079,533,0,12,370
03-05-2024,SKU080,167,0,12,135
03-05-2024,SKU082,702,0,5,204
03-05-2024,SKU083,239,993,20,828
03-05-2024,SKU086,438,0,16,343
03-05-2024,SKU087,34,196,11,105
03-05-2024,SKU092,177,0,10,116
03-05-2024,SKU094,74,378,18,290
03-05-2024,SKU098,455,0,13,333
03-05-2024,SKU099,493,924,17,678
04-05-2024,SKU006,92,413,13,248
04-05-2024,SKU008,637,0,6,390
04-05-2024,SKU017,453,0,12,318
04-05-2024,SKU018,403,0,12,264
04-05-2024,SKU019,141,255,19,205
04-05-2024,SKU020,115,0,6,77
04-05-2024,SKU027,169,668,7,268
04-05-2024,SKU029,273,0,15,166
04-05-2024,SKU034,981,0,11,518
04-05-2024,SKU037,443,1173,20,978
04-05-2024,SKU039,77,209,6,77
04-05-2024,SKU051,1125,0,15,726
04-05-2024,SKU053,487,0,7,276
04-05-2024,SKU058,249,399,18,307
04-05-2024,SKU062,765,0,6,328
04-05-2024,SKU063,495,0,10,329
04-05-2024,SKU070,391,0,8,250
04-05-2024,SKU076,258,866,9,405
04-05-2024,SKU077,202,400,17,294
04-05-2024,SKU078,329,0,8,249
04-05-2024,SKU079,502,0,12,370
04-05-2024,SKU080,158,0,12,135
04-05-2024,SKU082,678,0,5,204
04-05-2024,SKU083,202,993,20,828
04-05-2024,SKU086,420,0,16,343
04-05-2024,SKU087,223,0,11,105
04-05-2024,SKU092,167,0,10,116
04-05-2024,SKU094,59,378,18,290
04-05-2024,SKU098,428,0,13,333
04-05-2024,SKU099,464,924,17,678
05-05-2024,SKU006,484,0,13,248
05-05-2024,SKU008,592,0,6,390
05-05-2024,SKU017,431,0,12,318
05-05-2024,SKU018,388,0,12,264
05-05-2024,SKU019,132,255,19,205
05-05-2024,SKU020,107,0,6,77
05-05-2024,SKU027,149,668,7,268
05-05-2024,SKU029,265,0,15,166
05-05-2024,SKU034,944,0,11,518
05-05-2024,SKU037,402,1173,20,978
05-05-2024,SKU039,69,209,6,77
05-05-2024,SKU051,1085,0,15,726
05-05-2024,SKU053,462,0,7,276
05-05-2024,SKU058,232,399,18,307
05-05-2024,SKU062,733,0,6,328
05-05-2024,SKU063,470,0,10,329
05-05-2024,SKU070,372,0,8,250
05-05-2024,SKU076,229,866,9,405
05-05-2024,SKU077,187,400,17,294
05-05-2024,SKU078,306,0,8,249
05-05-2024,SKU079,480,0,12,370
05-05-2024,SKU080,148,0,12,135
05-05-2024,SKU082,659,0,5,204
05-05-2024,SKU083,173,993,20,828
05-05-2024,SKU086,398,0,16,343
05-05-2024,SKU087,215,0,11,105
05-05-2024,SKU092,157,0,10,116
05-05-2024,SKU094,422,0,18,290
05-05-2024,SKU098,405,0,13,333
05-05-2024,SKU099,427,924,17,678
06-05-2024,SKU006,470,0,13,248
06-05-2024,SKU008,564,0,6,390
06-05-2024,SKU017,414,0,12,318
06-05-2024,SKU018,375,0,12,264
06-05-2024,SKU019,123,255,19,205
06-05-2024,SKU020,100,0,6,77
06-05-2024,SKU027,127,668,7,268
06-05-2024,SKU029,258,0,15,166
06-05-2024,SKU034,909,0,11,518
06-05-2024,SKU037,373,1173,20,978
06-05-2024,SKU039,63,209,6,77
06-05-2024,SKU051,1058,0,15,726
06-05-2024,SKU053,438,0,7,276
06-05-2024,SKU058,221,399,18,307
06-05-2024,SKU062,707,0,6,328
06-05-2024,SKU063,443,0,10,329
06-05-2024,SKU068,403,0,7,244
06-05-2024,SKU070,352,0,8,250
06-05-2024,SKU076,199,866,9,405
06-05-2024,SKU077,176,400,17,294
06-05-2024,SKU078,292,0,8,249
06-05-2024,SKU079,459,0,12,370
06-05-2024,SKU080,141,0,12,135
06-05-2024,SKU082,640,0,5,204
06-05-2024,SKU083,1133,0,20,828
06-05-2024,SKU086,381,0,16,343
06-05-2024,SKU087,209,0,11,105
06-05-2024,SKU092,150,0,10,116
06-05-2024,SKU094,412,0,18,290
06-05-2024,SKU098,393,0,13,333
06-05-2024,SKU099,397,924,17,678
07-05-2024,SKU006,458,0,13,248
07-05-2024,SKU008,527,0,6,390
07-05-2024,SKU017,394,0,12,318
07-05-2024,SKU018,360,0,12,264
07-05-2024,SKU019,115,255,19,205
07-05-2024,SKU020,93,0,6,77
07-05-2024,SKU027,776,0,7,268
07-05-2024,SKU029,249,0,15,166
07-05-2024,SKU034,880,0,11,518
07-05-2024,SKU037,337,1173,20,978
07-05-2024,SKU039,56,209,6,77
07-05-2024,SKU047,1075,0,8,447
07-05-2024,SKU051,1017,0,15,726
07-05-2024,SKU053,416,0,7,276
07-05-2024,SKU058,209,399,18,307
07-05-2024,SKU062,678,0,6,328
07-05-2024,SKU063,421,0,10,329
07-05-2024,SKU068,382,0,7,244
07-05-2024,SKU070,336,0,8,250
07-05-2024,SKU076,167,866,9,405
07-05-2024,SKU077,161,400,17,294
07-05-2024,SKU078,277,0,8,249
07-05-2024,SKU079,442,0,12,370
07-05-2024,SKU080,131,238,12,135
07-05-2024,SKU082,617,0,5,204
07-05-2024,SKU083,1107,0,20,828
07-05-2024,SKU086,363,0,16,343
07-05-2024,SKU087,203,0,11,105
07-05-2024,SKU092,143,0,10,116
07-05-2024,SKU094,398,0,18,290
07-05-2024,SKU098,371,0,13,333
07-05-2024,SKU099,364,924,17,678
08-05-2024,SKU006,447,0,13,248
08-05-2024,SKU008,489,0,6,390
08-05-2024,SKU017,376,0,12,318
08-05-2024,SKU018,344,0,12,264
08-05-2024,SKU019,104,255,19,205
08-05-2024,SKU020,87,0,6,77
08-05-2024,SKU027,753,0,7,268
08-05-2024,SKU029,241,0,15,166
08-05-2024,SKU034,853,0,11,518
08-05-2024,SKU037,303,1173,20,978
08-05-2024,SKU039,49,209,6,77
08-05-2024,SKU047,1050,0,8,447
08-05-2024,SKU051,998,0,15,726
08-05-2024,SKU053,391,0,7,276
08-05-2024,SKU058,197,399,18,307
08-05-2024,SKU062,649,0,6,328
08-05-2024,SKU063,396,0,10,329
08-05-2024,SKU068,361,0,7,244
08-05-2024,SKU070,319,0,8,250
08-05-2024,SKU076,138,866,9,405
08-05-2024,SKU077,146,400,17,294
08-05-2024,SKU078,262,0,8,249
08-05-2024,SKU079,420,0,12,370
08-05-2024,SKU080,124,238,12,135
08-05-2024,SKU082,595,0,5,204
08-05-2024,SKU083,1074,0,20,828
08-05-2024,SKU086,349,0,16,343
08-05-2024,SKU087,196,0,11,105
08-05-2024,SKU092,136,0,10,116
08-05-2024,SKU094,385,0,18,290
08-05-2024,SKU098,352,0,13,333
08-05-2024,SKU099,330,924,17,678
09-05-2024,SKU006,436,0,13,248
09-05-2024,SKU008,453,0,6,390
09-05-2024,SKU017,357,0,12,318
09-05-2024,SKU018,328,0,12,264
09-05-2024,SKU019,96,255,19,205
09-05-2024,SKU020,79,0,6,77
09-05-2024,SKU027,729,0,7,268
09-05-2024,SKU029,232,0,15,166
09-05-2024,SKU034,823,0,11,518
09-05-2024,SKU037,263,1173,20,978
09-05-2024,SKU039,41,209,6,77
09-05-2024,SKU041,1057,0,6,266
09-05-2024,SKU047,1018,0,8,447
09-05-2024,SKU051,957,0,15,726
09-05-2024,SKU053,369,0,7,276
09-05-2024,SKU058,185,399,18,307
09-05-2024,SKU062,620,0,6,328
09-05-2024,SKU063,377,0,10,329
09-05-2024,SKU068,341,0,7,244
09-05-2024,SKU070,296,0,8,250
09-05-2024,SKU076,978,0,9,405
09-05-2024,SKU077,133,400,17,294
09-05-2024,SKU078,242,571,8,249
09-05-2024,SKU079,402,0,12,370
09-05-2024,SKU080,117,238,12,135
09-05-2024,SKU082,579,0,5,204
09-05-2024,SKU083,1043,0,20,828
09-05-2024,SKU086,333,489,16,343
09-05-2024,SKU087,191,0,11,105
09-05-2024,SKU092,128,0,10,116
09-05-2024,SKU094,371,0,18,290
09-05-2024,SKU098,334,0,13,333
09-05-2024,SKU099,303,924,17,678
10-05-2024,SKU006,420,0,13,248
10-05-2024,SKU008,417,0,6,390
10-05-2024,SKU017,335,0,12,318
10-05-2024,SKU018,314,0,12,264
10-05-2024,SKU019,89,255,19,205
10-05-2024,SKU020,73,207,6,77
10-05-2024,SKU027,707,0,7,268
10-05-2024,SKU029,224,0,15,166
10-05-2024,SKU034,796,0,11,518
10-05-2024,SKU037,220,1173,20,978
10-05-2024,SKU039,240,0,6,77
10-05-2024,SKU041,1034,0,6,266
10-05-2024,SKU047,989,0,8,447
10-05-2024,SKU051,927,0,15,726
10-05-2024,SKU053,349,0,7,276
10-05-2024,SKU058,172,399,18,307
10-05-2024,SKU062,590,0,6,328
10-05-2024,SKU063,359,0,10,329
10-05-2024,SKU068,322,0,7,244
10-05-2024,SKU070,279,0,8,250
10-05-2024,SKU076,948,0,9,405
10-05-2024,SKU077,117,400,17,294
10-05-2024,SKU078,227,571,8,249
10-05-2024,SKU079,386,0,12,370
10-05-2024,SKU080,110,238,12,135
10-05-2024,SKU082,565,0,5,204
10-05-2024,SKU083,1013,0,20,828
10-05-2024,SKU086,320,489,16,343
10-05-2024,SKU087,184,0,11,105
10-05-2024,SKU092,122,0,10,116
10-05-2024,SKU094,357,0,18,290
10-05-2024,SKU098,318,554,13,333
10-05-2024,SKU099,276,924,17,678
11-05-2024,SKU006,403,0,13,248
11-05-2024,SKU008,378,1061,6,390
11-05-2024,SKU017,313,560,12,318
11-05-2024,SKU018,303,0,12,264
11-05-2024,SKU019,81,255,19,205
11-05-2024,SKU020,65,207,6,77
11-05-2024,SKU027,684,0,7,268
11-05-2024,SKU029,213,0,15,166
11-05-2024,SKU034,754,0,11,518
11-05-2024,SKU037,173,1173,20,978
11-05-2024,SKU039,233,0,6,77
11-05-2024,SKU041,1008,0,6,266
11-05-2024,SKU047,950,0,8,447
11-05-2024,SKU051,890,0,15,726
11-05-2024,SKU053,328,0,7,276
11-05-2024,SKU058,155,399,18,307
11-05-2024,SKU062,556,0,6,328
11-05-2024,SKU063,336,0,10,329
11-05-2024,SKU068,298,0,7,244
11-05-2024,SKU070,258,0,8,250
11-05-2024,SKU076,916,0,9,405
11-05-2024,SKU077,100,400,17,294
11-05-2024,SKU078,206,571,8,249
11-05-2024,SKU079,364,652,12,370
11-05-2024,SKU080,103,238,12,135
11-05-2024,SKU082,541,0,5,204
11-05-2024,SKU083,977,0,20,828
11-05-2024,SKU086,307,489,16,343
11-05-2024,SKU087,175,0,11,105
11-05-2024,SKU092,111,230,10,116
11-05-2024,SKU094,342,0,18,290
11-05-2024,SKU098,291,554,13,333
11-05-2024,SKU099,244,924,17,678
12-05-2024,SKU006,394,0,13,248
12-05-2024,SKU008,331,1061,6,390
12-05-2024,SKU017,287,560,12,318
12-05-2024,SKU018,285,0,12,264
12-05-2024,SKU019,70,255,19,205
12-05-2024,SKU020,58,207,6,77
12-05-2024,SKU027,661,0,7,268
12-05-2024,SKU029,202,0,15,166
12-05-2024,SKU034,727,0,11,518
12-05-2024,SKU037,1293,0,20,978
12-05-2024,SKU039,226,0,6,77
12-05-2024,SKU041,980,0,6,266
12-05-2024,SKU047,919,0,8,447
12-05-2024,SKU051,842,0,15,726
12-05-2024,SKU053,302,0,7,276
12-05-2024,SKU058,140,399,18,307
12-05-2024,SKU062,523,0,6,328
12-05-2024,SKU063,306,656,10,329
12-05-2024,SKU068,279,0,7,244
12-05-2024,SKU070,241,576,8,250
12-05-2024,SKU076,887,0,9,405
12-05-2024,SKU077,89,400,17,294
12-05-2024,SKU078,186,571,8,249
12-05-2024,SKU079,344,652,12,370
12-05-2024,SKU080,93,238,12,135
12-05-2024,SKU082,513,0,5,204
12-05-2024,SKU083,929,0,20,828
12-05-2024,SKU086,291,489,16,343
12-05-2024,SKU087,169,0,11,105
12-05-2024,SKU092,102,230,10,116
12-05-2024,SKU094,323,0,18,290
12-05-2024,SKU098,267,554,13,333
12-05-2024,SKU099,209,924,17,678
13-05-2024,SKU006,382,0,13,248
13-05-2024,SKU008,293,1061,6,390
13-05-2024,SKU017,268,560,12,318
13-05-2024,SKU018,270,0,12,264
13-05-2024,SKU019,62,255,19,205
13-05-2024,SKU020,50,207,6,77
13-05-2024,SKU027,640,0,7,268
13-05-2024,SKU029,195,0,15,166
13-05-2024,SKU031,1054,0,5,244
13-05-2024,SKU034,698,0,11,518
13-05-2024,SKU037,1259,0,20,978
13-05-2024,SKU039,219,0,6,77
13-05-2024,SKU041,959,0,6,266
13-05-2024,SKU047,892,0,8,447
13-05-2024,SKU051,803,0,15,726
13-05-2024,SKU053,279,0,7,276
13-05-2024,SKU058,130,399,18,307
13-05-2024,SKU062,499,0,6,328
13-05-2024,SKU063,282,656,10,329
13-05-2024,SKU068,261,0,7,244
13-05-2024,SKU070,228,576,8,250
13-05-2024,SKU076,857,0,9,405
13-05-2024,SKU077,75,400,17,294
13-05-2024,SKU078,165,571,8,249
13-05-2024,SKU079,324,652,12,370
13-05-2024,SKU080,85,238,12,135
13-05-2024,SKU082,491,0,5,204
13-05-2024,SKU083,892,0,20,828
13-05-2024,SKU086,279,489,16,343
13-05-2024,SKU087,164,0,11,105
13-05-2024,SKU092,97,230,10,116
13-05-2024,SKU094,314,0,18,290
13-05-2024,SKU098,249,554,13,333
13-05-2024,SKU099,174,924,17,678
14-05-2024,SKU006,372,0,13,248
14-05-2024,SKU008,252,1061,6,390
14-05-2024,SKU009,689,0,14,470
14-05-2024,SKU017,249,560,12,318
14-05-2024,SKU018,254,463,12,264
14-05-2024,SKU019,52,255,19,205
14-05-2024,SKU020,44,207,6,77
14-05-2024,SKU027,621,0,7,268
14-05-2024,SKU029,187,0,15,166
14-05-2024,SKU031,1031,0,5,244
14-05-2024,SKU034,664,0,11,518
14-05-2024,SKU037,1221,0,20,978
14-05-2024,SKU039,212,0,6,77
14-05-2024,SKU041,937,0,6,266
14-05-2024,SKU047,859,0,8,447
14-05-2024,SKU051,763,0,15,726
14-05-2024,SKU053,252,689,7,276
14-05-2024,SKU057,743,0,7,431
14-05-2024,SKU058,117,399,18,307
14-05-2024,SKU062,469,0,6,328
14-05-2024,SKU063,264,656,10,329
14-05-2024,SKU068,240,607,7,244
14-05-2024,SKU070,208,576,8,250
14-05-2024,SKU076,828,0,9,405
14-05-2024,SKU077,60,400,17,294
14-05-2024,SKU078,147,571,8,249
14-05-2024,SKU079,305,652,12,370
14-05-2024,SKU080,79,238,12,135
14-05-2024,SKU082,468,0,5,204
14-05-2024,SKU083,863,0,20,828
14-05-2024,SKU086,265,489,16,343
14-05-2024,SKU087,158,0,11,105
14-05-2024,SKU092,91,230,10,116
14-05-2024,SKU094,306,0,18,290
14-05-2024,SKU098,231,554,13,333
14-05-2024,SKU099,1064,0,17,678
15-05-2024,SKU006,359,0,13,248
15-05-2024,SKU008,213,1061,6,390
15-05-2024,SKU009,667,0,14,470
15-05-2024,SKU017,234,560,12,318
15-05-2024,SKU018,242,463,12,264
15-05-2024,SKU019,45,255,19,205
15-05-2024,SKU020,39,207,6,77
15-05-2024,SKU027,599,0,7,268
15-05-2024,SKU029,179,0,15,166
15-05-2024,SKU031,1008,0,5,244
15-05-2024,SKU034,636,0,11,518
15-05-2024,SKU037,1174,0,20,978
15-05-2024,SKU039,205,0,6,77
15-05-2024,SKU041,914,0,6,266
15-05-2024,SKU047,830,0,8,447
15-05-2024,SKU051,730,0,15,726
15-05-2024,SKU053,235,689,7,276
15-05-2024,SKU057,709,0,7,431
15-05-2024,SKU058,101,399,18,307
15-05-2024,SKU062,436,0,6,328
15-05-2024,SKU063,248,656,10,329
15-05-2024,SKU068,225,607,7,244
15-05-2024,SKU070,189,576,8,250
15-05-2024,SKU076,799,0,9,405
15-05-2024,SKU077,446,0,17,294
15-05-2024,SKU078,131,571,8,249
15-05-2024,SKU079,285,652,12,370
15-05-2024,SKU080,73,238,12,135
15-05-2024,SKU082,453,0,5,204
15-05-2024,SKU083,837,0,20,828
15-05-2024,SKU086,253,489,16,343
15-05-2024,SKU087,153,0,11,105
15-05-2024,SKU092,82,230,10,116
15-05-2024,SKU094,294,0,18,290
15-05-2024,SKU098,212,554,13,333
15-05-2024,SKU099,1030,0,17,678
16-05-2024,SKU006,346,0,13,248
16-05-2024,SKU008,185,1061,6,390
16-05-2024,SKU009,637,0,14,470
16-05-2024,SKU017,213,560,12,318
16-05-2024,SKU018,223,463,12,264
16-05-2024,SKU019,291,0,19,205
16-05-2024,SKU020,240,0,6,77
16-05-2024,SKU027,577,0,7,268
16-05-2024,SKU029,172,0,15,166
16-05-2024,SKU031,991,0,5,244
16-05-2024,SKU034,604,0,11,518
16-05-2024,SKU035,292,0,20,225
16-05-2024,SKU037,1134,0,20,978
16-05-2024,SKU039,198,0,6,77
16-05-2024,SKU041,888,0,6,266
16-05-2024,SKU047,793,0,8,447
16-05-2024,SKU051,692,1087,15,726
16-05-2024,SKU053,211,689,7,276
16-05-2024,SKU057,682,0,7,431
16-05-2024,SKU058,92,399,18,307
16-05-2024,SKU062,408,0,6,328
16-05-2024,SKU063,221,656,10,329
16-05-2024,SKU068,203,607,7,244
16-05-2024,SKU070,170,576,8,250
16-05-2024,SKU076,768,0,9,405
16-05-2024,SKU077,431,0,17,294
16-05-2024,SKU078,110,571,8,249
16-05-2024,SKU079,263,652,12,370
16-05-2024,SKU080,65,238,12,135
16-05-2024,SKU082,437,0,5,204
16-05-2024,SKU083,802,993,20,828
16-05-2024,SKU086,234,489,16,343
16-05-2024,SKU087,147,0,11,105
16-05-2024,SKU092,74,230,10,116
16-05-2024,SKU094,283,378,18,290
16-05-2024,SKU098,194,554,13,333
16-05-2024,SKU099,996,0,17,678
17-05-2024,SKU006,333,0,13,248
17-05-2024,SKU008,1214,0,6,390
17-05-2024,SKU009,612,0,14,470
17-05-2024,SKU017,197,560,12,318
17-05-2024,SKU018,211,463,12,264
17-05-2024,SKU019,281,0,19,205
17-05-2024,SKU020,232,0,6,77
17-05-2024,SKU027,562,0,7,268
17-05-2024,SKU029,164,247,15,166
17-05-2024,SKU031,974,0,5,244
17-05-2024,SKU034,571,0,11,518
17-05-2024,SKU035,284,0,20,225
17-05-2024,SKU037,1093,0,20,978
17-05-2024,SKU039,192,0,6,77
17-05-2024,SKU041,866,0,6,266
17-05-2024,SKU047,750,0,8,447
17-05-2024,SKU051,660,1087,15,726
17-05-2024,SKU053,191,689,7,276
17-05-2024,SKU057,648,0,7,431
17-05-2024,SKU058,79,399,18,307
17-05-2024,SKU062,372,0,6,328
17-05-2024,SKU063,200,656,10,329
17-05-2024,SKU068,189,607,7,244
17-05-2024,SKU070,154,576,8,250
17-05-2024,SKU076,737,0,9,405
17-05-2024,SKU077,418,0,17,294
17-05-2024,SKU078,662,0,8,249
17-05-2024,SKU079,239,652,12,370
17-05-2024,SKU080,57,238,12,135
17-05-2024,SKU082,419,0,5,204
17-05-2024,SKU083,771,993,20,828
17-05-2024,SKU086,220,489,16,343
17-05-2024,SKU087,140,0,11,105
17-05-2024,SKU092,65,230,10,116
17-05-2024,SKU094,270,378,18,290
17-05-2024,SKU098,177,554,13,333
17-05-2024,SKU099,972,0,17,678
18-05-2024,SKU006,317,0,13,248
18-05-2024,SKU008,1191,0,6,390
18-05-2024,SKU009,583,0,14,470
18-05-2024,SKU017,176,560,12,318
18-05-2024,SKU018,194,463,12,264
18-05-2024,SKU019,268,0,19,205
18-05-2024,SKU020,224,0,6,77
18-05-2024,SKU027,534,0,7,268
18-05-2024,SKU029,157,247,15,166
18-05-2024,SKU031,949,0,5,244
18-05-2024,SKU034,538,0,11,518
18-05-2024,SKU035,274,0,20,225
18-05-2024,SKU037,1031,0,20,978
18-05-2024,SKU039,184,0,6,77
18-05-2024,SKU041,833,0,6,266
18-05-2024,SKU047,719,0,8,447
18-05-2024,SKU051,617,1087,15,726
18-05-2024,SKU053,165,689,7,276
18-05-2024,SKU057,595,0,7,431
18-05-2024,SKU058,63,399,18,307
18-05-2024,SKU062,333,0,6,328
18-05-2024,SKU063,176,656,10,329
18-05-2024,SKU068,165,607,7,244
18-05-2024,SKU070,129,576,8,250
18-05-2024,SKU076,705,0,9,405
18-05-2024,SKU077,402,0,17,294
18-05-2024,SKU078,635,0,8,249
18-05-2024,SKU079,209,652,12,370
18-05-2024,SKU080,49,238,12,135
18-05-2024,SKU082,393,0,5,204
18-05-2024,SKU083,737,993,20,828
18-05-2024,SKU086,201,489,16,343
18-05-2024,SKU087,132,0,11,105
18-05-2024,SKU092,56,230,10,116
18-05-2024,SKU094,251,378,18,290
18-05-2024,SKU098,157,554,13,333
18-05-2024,SKU099,940,0,17,678
19-05-2024,SKU006,304,0,13,248
19-05-2024,SKU008,1157,0,6,390
19-05-2024,SKU009,558,0,14,470
19-05-2024,SKU017,151,560,12,318
19-05-2024,SKU018,179,463,12,264
19-05-2024,SKU019,257,0,19,205
19-05-2024,SKU020,217,0,6,77
19-05-2024,SKU027,507,0,7,268
19-05-2024,SKU029,146,247,15,166
19-05-2024,SKU031,924,0,5,244
19-05-2024,SKU034,494,971,11,518
19-05-2024,SKU035,263,0,20,225
19-05-2024,SKU037,972,1173,20,978
19-05-2024,SKU039,176,0,6,77
19-05-2024,SKU041,805,0,6,266
19-05-2024,SKU047,672,0,8,447
19-05-2024,SKU051,583,1087,15,726
19-05-2024,SKU053,136,689,7,276
19-05-2024,SKU057,560,0,7,431
19-05-2024,SKU058,446,0,18,307
19-05-2024,SKU062,296,894,6,328
19-05-2024,SKU063,144,656,10,329
19-05-2024,SKU068,145,607,7,244
19-05-2024,SKU070,101,576,8,250
19-05-2024,SKU076,653,0,9,405
19-05-2024,SKU077,389,0,17,294
19-05-2024,SKU078,615,0,8,249
19-05-2024,SKU079,185,652,12,370
19-05-2024,SKU080,282,0,12,135
19-05-2024,SKU082,366,0,5,204
19-05-2024,SKU083,696,993,20,828
19-05-2024,SKU086,182,489,16,343
19-05-2024,SKU087,123,0,11,105
19-05-2024,SKU092,47,230,10,116
19-05-2024,SKU094,240,378,18,290
19-05-2024,SKU098,133,554,13,333
19-05-2024,SKU099,915,0,17,678
20-05-2024,SKU006,291,0,13,248
20-05-2024,SKU008,1127,0,6,390
20-05-2024,SKU009,536,0,14,470
20-05-2024,SKU017,134,560,12,318
20-05-2024,SKU018,167,463,12,264
20-05-2024,SKU019,249,0,19,205
20-05-2024,SKU020,209,0,6,77
20-05-2024,SKU027,488,0,7,268
20-05-2024,SKU029,137,247,15,166
20-05-2024,SKU031,903,0,5,244
20-05-2024,SKU034,457,971,11,518
20-05-2024,SKU035,256,0,20,225
20-05-2024,SKU037,931,1173,20,978
20-05-2024,SKU039,169,0,6,77
20-05-2024,SKU041,781,0,6,266
20-05-2024,SKU047,633,0,8,447
20-05-2024,SKU051,546,1087,15,726
20-05-2024,SKU053,119,689,7,276
20-05-2024,SKU057,520,0,7,431
20-05-2024,SKU058,435,0,18,307
20-05-2024,SKU062,270,894,6,328
20-05-2024,SKU063,128,656,10,329
20-05-2024,SKU068,126,607,7,244
20-05-2024,SKU070,660,0,8,250
20-05-2024,SKU076,626,0,9,405
20-05-2024,SKU077,379,0,17,294
20-05-2024,SKU078,595,0,8,249
20-05-2024,SKU079,163,652,12,370
20-05-2024,SKU080,274,0,12,135
20-05-2024,SKU082,343,0,5,204
20-05-2024,SKU083,670,993,20,828
20-05-2024,SKU086,167,489,16,343
20-05-2024,SKU087,118,0,11,105
20-05-2024,SKU092,38,230,10,116
20-05-2024,SKU094,230,378,18,290
20-05-2024,SKU098,117,554,13,333
20-05-2024,SKU099,885,0,17,678
21-05-2024,SKU006,277,0,13,248
21-05-2024,SKU008,1096,0,6,390
21-05-2024,SKU009,518,0,14,470
21-05-2024,SKU017,115,560,12,318
21-05-2024,SKU018,150,463,12,264
21-05-2024,SKU019,241,0,19,205
21-05-2024,SKU020,202,0,6,77
21-05-2024,SKU027,464,0,7,268
21-05-2024,SKU029,128,247,15,166
21-05-2024,SKU031,874,0,5,244
21-05-2024,SKU034,417,971,11,518
21-05-2024,SKU035,246,0,20,225
21-05-2024,SKU037,891,1173,20,978
21-05-2024,SKU039,165,0,6,77
21-05-2024,SKU041,760,0,6,266
21-05-2024,SKU047,599,0,8,447
21-05-2024,SKU051,517,1087,15,726
21-05-2024,SKU053,783,0,7,276
21-05-2024,SKU057,489,0,7,431
21-05-2024,SKU058,421,0,18,307
21-05-2024,SKU062,240,894,6,328
